Label, pos.X (µm), pos.Y (µm), pos.Z (µm), e1.X, e1.Y, e1.Z, e2.X, e2.Y, e2.Z, r1 (µm), r2 (µm), r3 (µm)
533,17.4405,17.3547,-33.7921,0.0551702,-0.0492703,0.997261,-0.785528,-0.618692,0.01289,2.66896,1.64088,1.40215
2617,17.4982,11.4534,42.4694,0.761059,-0.597974,-0.251427,-0.648429,-0.690458,-0.320637,2.61795,1.98026,1.42249
872,17.556,-26.2721,64.2326,-0.363407,-0.140458,-0.920981,-0.0433865,-0.984945,0.167333,8.9053,8.35434,6.44643
25,17.5622,-28.2301,-37.4865,-0.268426,-0.256717,0.928463,0.0321573,0.96091,0.274986,15.0202,11.2906,9.71089
2837,17.6544,27.9002,12.1937,0.0272522,0.0283393,0.999227,-0.102301,-0.994271,0.0309888,19.1026,7.59112,5.21683
1731,17.6835,-54.5903,-19.8912,-0.270577,0.00311841,0.962693,0.862439,-0.443557,0.243836,10.1374,8.26032,8.00972
520,17.7116,12.0249,4.22814,0.190688,-0.12107,-0.974156,-0.981136,0.00862762,-0.193126,5.84993,3.42689,2.04021
1554,17.8902,-16.1279,47.9405,0.153346,-0.108303,0.98222,0.0128228,0.99411,0.107613,14.0657,13.0498,4.95761
1163,17.9786,1.03915,-61.2483,-0.193264,-0.00786456,0.981115,0.957728,-0.218688,0.186904,3.68722,2.11448,1.82897
1288,18.2024,-0.878424,13.7514,0.0940652,0.138335,-0.985908,0.981407,0.15354,0.115179,3.72391,2.42651,2.01713
126,18.2359,52.3937,2.51764,-0.228043,-0.935888,-0.268532,-0.403287,-0.160236,0.900935,10.0228,8.93328,8.26177
438,18.3208,14.5181,20.3937,0.0779434,0.67126,-0.737113,0.994905,-0.0997925,0.0143257,8.94221,5.66294,4.20287
318,18.3475,36.641,80.2097,-0.0327487,0.162173,0.986219,0.983759,0.179468,0.0031555,8.78272,7.52655,6.91354
3006,18.4025,0.192571,25.9647,0.0880067,-0.963565,-0.252581,0.935078,0.167313,-0.312468,11.1136,8.09985,5.73743
1286,18.4509,-36.2176,53.1928,0.271557,-0.540968,0.795996,-0.0673193,0.814373,0.576424,10.0237,9.44553,5.30192
2615,18.5275,29.5844,-21.6915,0.0601566,-0.336001,-0.939939,0.190768,0.928157,-0.31958,23.1968,11.7173,5.50058
2842,18.5756,-0.937491,18.5334,0.389062,-0.807675,-0.443048,-0.889626,-0.454274,0.0469181,3.99607,3.22649,2.47241
781,18.6404,-28.8487,-58.8737,-0.487866,0.471814,0.734424,0.593784,-0.437333,0.675396,11.3802,9.56905,8.8717
2585,18.7251,-14.6286,0.204186,-0.0302277,0.0742602,-0.996781,0.994204,-0.100702,-0.0376519,9.82789,4.98748,4.00133
31,18.8243,-1.60996,-4.41042,0.0651347,0.0497919,0.996633,-0.988428,0.140334,0.0575874,4.46591,2.10291,1.78304
1501,18.8296,17.1432,-61.3416,0.427734,-0.0512035,-0.902453,-0.780671,-0.524184,-0.340272,4.17965,2.32944,1.85784
1080,18.8424,-18.3708,-69.8944,0.941484,0.0125598,0.336825,0.334937,0.0770882,-0.939082,12.0672,9.63244,8.29111
2363,18.9497,26.6346,-55.7582,0.151776,-0.0055579,-0.988399,0.336969,0.940369,0.0464563,11.8792,9.22538,7.66606
934,18.9892,43.1052,-4.54716,0.14143,0.0215938,0.989713,0.98974,-0.0235903,-0.140919,2.06537,0.974681,0.911169
1148,19.0932,51.3836,-10.1993,0.886654,0.45408,-0.0875002,0.444256,-0.888943,-0.11143,9.35618,7.95279,7.15222
507,19.438,-4.06341,-74.0043,-0.365615,0.206129,0.907654,0.4117,0.9104,-0.0409146,12.6867,9.11442,7.084
410,19.5384,-2.00016,5.01261,0.00231579,0.0977728,0.995206,0.185028,-0.978066,0.0956584,8.11856,2.4185,2.16191
1248,19.6037,-5.37058,-6.03345,0.160337,-0.422817,0.891918,0.970916,0.23033,-0.0653498,4.53358,3.52633,2.85523
1759,20.2184,-41.4202,-49.1612,-0.0499114,-0.474279,0.878959,0.231703,-0.861544,-0.451725,9.90938,7.54638,5.86895
1653,20.2943,6.13272,7.72167,0.11119,-0.12997,0.985264,-0.993602,-0.0342719,0.10761,9.89125,6.07416,2.28562
914,20.4667,18.7889,-7.87176,-0.0679445,0.232643,0.970186,-0.0379542,-0.972332,0.230499,11.3939,6.02535,4.73081
2129,20.6015,-18.4555,23.6228,0.0156287,0.457111,0.889272,0.090715,-0.886361,0.454021,15.9358,8.91815,4.86747
1301,20.6523,-5.96689,17.4395,0.999774,-0.0168834,0.0129311,-0.0114509,0.0850025,0.996315,4.50373,3.36541,2.40396
712,20.8068,-37.9615,10.1909,-0.00948951,0.201014,0.979542,0.174993,-0.964136,0.199547,15.2303,11.8738,9.24118
145,20.9563,14.6975,11.487,-0.000946976,-0.0942776,0.995546,0.998582,0.0528995,0.00595941,4.58779,3.65972,2.64839
1905,20.9816,6.8233,-3.65265,0.0503167,-0.221383,-0.973888,0.998678,0.000923464,0.0513876,4.83796,3.55823,2.01306
1946,21.3702,4.9736,-68.3968,0.0522967,0.16644,-0.984664,0.935109,0.337889,0.106779,3.27784,1.99208,1.85357
2272,21.438,0.883294,-0.276589,0.989419,0.0205413,-0.143627,0.144789,-0.0761815,0.986525,4.74921,2.97032,1.88552
1985,21.4414,20.1123,34.4634,-0.133161,-0.233939,-0.963089,-0.114264,-0.961639,0.249386,14.2555,11.7372,6.39316
1035,21.4603,1.28517,-5.53306,0.590465,0.00916945,-0.807011,-0.806965,0.0223611,-0.590176,4.09232,3.82421,1.80325
3079,21.4668,2.77915,5.02698,0.0284393,0.0994062,-0.99464,0.998367,0.046485,0.0331917,14.7547,4.90341,2.89261
982,21.7164,-10.1005,-48.676,-0.227926,0.0453495,0.972622,-0.0118202,-0.99897,0.0438081,16.3719,11.1624,6.15481
2369,21.7222,-3.95683,13.1624,0.980424,-0.0469076,0.19123,-0.193075,-0.0385558,0.980426,5.15156,3.89063,2.21404
2323,21.8014,-9.46169,-0.567715,0.982377,-0.0385016,-0.182903,-0.181547,0.0362204,-0.982715,6.66118,5.29303,2.55665
359,21.8109,12.2643,-68.959,0.13754,-0.0816396,-0.987126,-0.96103,0.230278,-0.152949,4.01637,2.57936,2.29149
2517,21.8304,-1.67465,75.8446,0.986666,0.0802134,-0.141619,0.162328,-0.421742,0.892067,10.3349,8.82784,7.4229
2380,21.855,7.23421,57.2727,-0.145515,-0.954078,-0.261841,-0.180677,0.285834,-0.941092,15.6361,14.4227,8.60354
2347,21.8823,15.5785,3.72878,0.0719592,0.0979665,-0.992585,-0.99651,0.0492778,-0.0673801,5.09592,3.7087,2.51211
1729,21.9779,10.1719,-1.23608,0.999014,0.015621,-0.0415486,0.0435256,-0.161117,0.985975,8.89839,3.38264,1.83134
74,22.0044,5.7876,-13.9971,0.149896,-0.964775,-0.216193,-0.988687,-0.145092,-0.0380203,8.93912,6.19486,4.06824
508,22.1349,6.62871,19.7443,0.878801,-0.281189,0.385541,0.377164,-0.0856563,-0.922177,4.49715,3.83378,3.5837
689,22.1592,-50.8534,26.1748,-0.0234945,0.0499917,0.998473,0.390205,-0.919072,0.055198,10.3223,9.17875,5.8782
2007,22.3078,-5.78308,4.77827,0.0679984,-0.0445452,0.996691,0.993112,0.0985683,-0.0633489,9.07684,3.8522,2.47488
1926,22.3243,8.23621,14.3398,0.998119,-0.0340131,-0.0510068,-0.056281,-0.178435,-0.982341,4.6205,3.45454,1.42923
1717,22.3311,33.4681,55.8811,-0.309554,-0.832389,-0.459679,0.0738856,-0.503018,0.861112,16.8877,13.4779,6.28462
725,22.3558,24.1811,74.2699,-0.31886,-0.168704,-0.932667,-0.0289031,-0.981843,0.187481,11.8059,8.23887,5.7385
2600,22.3581,-10.0763,7.04795,0.998089,0.0167313,-0.0594872,0.0568784,0.127568,0.990198,8.0484,4.63763,2.63304
2112,22.3761,10.107,-7.29789,0.996007,-0.0245693,-0.085831,-0.0890154,-0.199558,-0.975834,7.59907,4.19033,3.15735
2894,22.8191,2.35076,16.8566,-0.10487,0.424772,0.899206,0.793939,-0.508749,0.332919,2.38027,1.95019,1.16164
1683,22.9719,-16.9291,-34.7034,-0.288212,0.252565,-0.923658,0.74658,-0.544756,-0.381915,3.61344,1.96223,1.77035
1824,23.0161,-8.68771,-14.4782,0.181061,0.264688,-0.947184,-0.425319,0.889455,0.167253,10.982,8.17582,5.11726
1930,23.0408,10.2084,10.811,0.93194,-0.09133,-0.350921,-0.352586,-0.00224116,-0.935777,4.24398,3.48589,2.5507
1710,23.0428,4.15247,-9.17231,0.994415,0.0533866,-0.0910383,-0.00588686,0.889334,0.45722,5.91337,3.50048,2.42058
1961,23.1366,13.687,-2.72285,0.946897,-0.0781778,-0.31189,-0.317578,-0.0756171,-0.945212,4.889,4.08638,2.23872
59,23.2988,56.1596,15.291,-0.256526,-0.506684,-0.823083,0.219936,0.798639,-0.560182,7.71989,7.48968,5.42599
1098,23.395,11.3099,16.1429,0.944779,-0.0177734,-0.327227,-0.305993,0.309602,-0.900286,5.14448,4.0938,2.31832
1281,23.5162,11.8769,4.31461,0.292955,-0.0811283,-0.952678,-0.954492,0.0334184,-0.296359,6.14643,4.31989,1.90939
2401,23.6519,11.088,77.6521,-0.266056,-0.264738,-0.926892,-0.090733,-0.950401,0.297497,8.85072,7.81156,4.52393
2494,23.662,9.81732,-50.8446,-0.255193,0.255714,0.932463,-0.111248,-0.965754,0.234398,18.5822,12.1998,9.33748
1868,23.8953,56.5666,27.9017,-0.336454,-0.941694,-0.00327713,0.0202748,-0.010723,0.999737,8.99553,8.47548,3.99484
1736,23.9141,19.5679,7.7472,-0.0872105,-0.103205,0.990829,0.99551,-0.0457769,0.0828543,7.60784,7.06547,3.05785
1948,23.9157,-0.578141,19.2211,-0.230418,0.872187,0.431505,0.8432,-0.0423841,0.535926,4.39899,4.00237,2.86521
2078,23.9436,6.71854,-26.0085,0.0383333,0.788288,0.614111,-0.138933,-0.60439,0.784481,14.6602,11.2421,8.23171
2529,23.953,58.4695,41.5056,0.646996,0.761815,-0.0321498,-0.256579,0.257226,0.931666,8.21958,7.8596,7.08579
79,23.9699,-0.960811,-10.3384,0.957454,0.0141022,-0.288242,0.288309,-0.0905477,0.953247,5.24836,3.6636,2.49367
2714,23.9847,-35.7035,-14.7006,-0.084185,-0.146247,0.98566,0.299798,-0.947057,-0.114913,14.8894,11.9285,5.56139
2271,24.0512,-22.7849,-2.09759,-0.0632174,-0.10499,0.992462,0.189001,-0.977715,-0.0913915,16.5765,8.02371,5.23564
2361,24.1,-0.876682,-40.8492,0.12854,-0.0439998,-0.990728,0.956126,0.270688,0.112029,3.32198,2.02626,1.49883
1918,24.1605,1.94788,38.1079,-0.247045,-0.890824,-0.381314,0.0435196,-0.403314,0.914026,15.4224,9.89634,8.30961
103,24.3258,-0.65481,13.7268,0.961551,-0.0739381,0.264487,-0.267325,-0.0313782,0.963095,4.42357,3.72105,2.01694
430,24.3501,-53.0183,-4.1189,-0.0132045,-0.149522,0.98867,0.305734,-0.942007,-0.138381,10.7747,9.6825,5.15523
1067,24.3704,47.0108,-11.4054,0.120739,0.0987966,0.987756,-0.372508,-0.917811,0.137334,7.25268,5.85659,3.15775
2651,24.641,-12.2398,14.3145,0.0835281,-0.419483,-0.903912,-0.988799,-0.147482,-0.0229296,9.89516,5.30984,3.78586
1150,24.7923,-1.93513,-4.53944,0.997857,0.0226986,-0.0613751,0.0619822,-0.0270872,0.99771,5.68495,3.78244,2.12601
1130,24.8062,-45.3586,-33.3197,0.293257,-0.332374,-0.896397,0.107426,-0.920227,0.376354,10.9579,9.94727,7.13446
774,24.9447,9.39885,28.0358,0.503327,-0.368761,-0.781458,-0.793209,0.161551,-0.58713,2.00434,1.76442,1.30256
2276,24.9762,55.5576,54.2691,-0.399334,-0.821018,-0.407998,-0.0145382,-0.439294,0.898226,11.2581,8.60312,6.67307
1790,25.0302,55.6606,68.2773,0.382695,0.707188,0.594499,0.817318,0.0408621,-0.574736,9.8031,7.80434,7.30905
1004,25.5894,-2.3647,3.95025,0.394943,-0.0761447,-0.915545,-0.912386,0.08418,-0.400582,8.11397,5.3061,2.58681
1348,25.6315,41.1332,13.0056,0.0487354,0.385198,0.921546,-0.350658,-0.857315,0.376895,16.6677,8.53404,6.44772
1647,25.81,-5.71247,-6.11604,-0.101288,-0.249201,0.96314,0.872531,-0.48735,-0.034337,5.09457,3.44033,2.77735
773,25.8781,40.5424,35.1368,-0.21952,-0.538137,-0.813768,-0.108612,-0.815449,0.568548,15.6182,10.2434,7.62373
842,26.1262,29.7704,-19.1127,0.0764355,-0.35432,-0.931995,0.202163,0.920822,-0.333492,24.992,11.1864,5.06979
2639,26.3627,-44.9435,41.4328,0.976806,0.188364,0.10183,-0.138319,0.192044,0.97159,10.4037,9.33748,7.57208
2716,26.4092,-16.8217,45.7121,-0.193029,-0.392877,-0.899104,0.095303,-0.919512,0.381334,13.3394,11.9802,5.91103
1371,26.4605,-12.4583,66.1765,0.154992,-0.407494,0.899959,-0.223351,-0.901834,-0.369878,11.8484,9.58912,7.72516
499,26.6207,26.9464,11.5858,0.00368985,0.0499577,0.998745,-0.224737,-0.973161,0.0495083,17.6841,7.22925,5.95613
3082,26.6429,16.4912,-32.7341,0.237482,0.046011,0.970302,0.938086,0.248457,-0.241379,3.67634,1.74878,1.30596
749,26.711,0.992132,-0.366058,0.510851,-0.00842809,-0.859628,-0.844324,0.183177,-0.503552,2.91322,2.20593,1.96157
1254,26.8563,-35.2002,-36.2974,0.000841151,0.0024759,0.999997,0.792896,0.609353,-0.00217565,2.56749,1.58073,1.43714
2857,26.9563,-34.8451,51.0029,0.311742,-0.540034,0.78178,-0.210676,0.763016,0.611082,10.5039,8.20605,6.12149
1872,27.2475,5.45024,14.574,0.957038,-0.0350925,0.287831,-0.286816,0.0312688,0.957475,4.55159,2.96382,1.9757
1096,27.4502,1.34101,-5.79813,-0.00465555,-0.0907584,0.995862,0.996141,-0.0877038,-0.00333608,4.61519,3.38069,1.85514
2812,27.5174,20.1056,-68.7914,-0.138786,0.367021,0.919801,0.635754,0.745153,-0.201406,10.7447,7.85381,6.75678
237,27.6036,6.08814,19.7131,-0.113853,-0.763722,0.635426,0.395363,-0.621589,-0.676251,3.88598,3.41775,3.18866
324,27.7308,44.8565,-23.0324,0.966071,-0.0147658,0.257853,-0.23706,0.345568,0.907957,10.7386,8.93758,7.6737
1577,27.8737,38.277,-37.2128,-0.345053,0.245607,0.905878,0.3813,0.918603,-0.103818,9.59807,7.46322,6.26689
1303,27.9509,-31.2513,32.4003,0.122129,0.03077,0.992037,-0.188961,0.981958,-0.00719441,13.4413,10.2175,6.05172
1144,27.98,-14.3195,0.107237,-0.023295,-0.0694788,0.997311,0.999027,-0.0389949,0.0206185,8.2579,5.91205,3.2435
1887,28.0389,34.575,74.5258,0.0741524,0.150409,0.985839,-0.0880844,-0.983709,0.15671,9.38817,6.36908,5.52563
538,28.2095,-26.3573,60.9304,-0.463286,0.189183,-0.86578,0.559563,0.820019,-0.120243,8.69449,7.65911,7.48701
1982,28.359,14.4757,19.4463,0.127039,0.646213,-0.752509,0.987886,-0.150594,0.0374538,8.90357,6.73703,4.22605
915,28.3597,4.36669,-5.92314,0.164323,0.0380513,-0.985672,0.862857,-0.489763,0.124941,8.49146,2.78387,2.6701
1771,28.4146,1.66266,-39.2668,0.0617461,-0.038299,0.997357,0.985949,0.157736,-0.0549827,3.82634,1.76992,1.41412
764,28.5887,-17.6884,22.6729,-0.0235577,-0.510038,-0.859829,-0.103134,0.856719,-0.505367,15.1419,8.23207,4.94282
1610,28.6086,50.0193,1.5943,0.231213,0.772873,0.590938,-0.23644,-0.544549,0.804713,10.7775,8.11778,5.05615
1228,28.9494,5.67988,26.0214,0.0671343,-0.285655,-0.955978,0.988428,0.149669,0.0246906,5.2117,4.16489,3.94363
196,28.9515,27.8554,-49.9149,-0.261155,0.129395,0.956585,0.0895216,0.989951,-0.109469,11.7861,9.13658,5.86014
2356,28.9785,-2.62491,24.8184,0.0697692,-0.919648,-0.386497,-0.0039931,-0.387695,0.921779,7.33408,5.28499,4.27606
948,29.0383,15.2466,3.58697,-0.995463,0.0702326,-0.0642008,-0.0657542,-0.0200324,0.997635,5.82996,5.05247,2.81186
661,29.1593,2.32162,7.41257,0.100704,0.000776415,-0.994916,0.993979,0.0433212,0.100643,14.3795,4.56192,3.09352
732,29.2001,-5.56409,17.5859,0.988621,-0.00623869,-0.150297,-0.150386,-0.0177334,-0.988468,5.37561,3.49987,2.55846
360,29.2523,-4.23306,12.9872,0.981707,-0.0329147,-0.18753,-0.190072,-0.11195,-0.975367,5.13047,3.58154,2.01285
762,29.3321,17.68,-27.4634,0.0872129,0.167688,0.981975,0.988118,0.110664,-0.106656,3.466,1.81553,1.49481
968,29.403,17.5573,-7.36921,0.0114733,0.276997,0.960802,0.92128,-0.376471,0.0975343,10.9696,6.60882,5.31869
1754,29.4204,-6.04125,3.71665,-0.0925414,-0.0484781,0.994528,0.995647,0.00666817,0.0929705,8.76358,5.38781,2.40152
1282,29.4754,-2.4969,-56.0788,0.119009,-0.0372986,-0.992192,-0.974049,0.189382,-0.123952,3.07547,2.18333,1.94487
2884,29.507,-6.56064,-68.9344,0.37554,-0.249856,-0.892492,0.0182098,-0.960801,0.276642,11.5042,9.82268,6.83275
1210,29.5582,4.80747,-14.6395,0.0739463,-0.890725,-0.448487,0.00453866,-0.449413,0.893313,6.88363,4.7146,2.33592
522,29.5769,10.7547,15.6251,0.0340836,-0.335417,0.941453,0.997998,-0.0387864,-0.0499494,3.7757,2.87893,1.78927
1531,29.6621,-37.2965,-47.2441,0.0434694,-0.379335,0.924238,0.330321,-0.867626,-0.371636,10.803,8.74289,6.74641
2384,29.6687,-51.4707,-18.998,0.0112897,0.151027,0.988465,0.439438,-0.888704,0.130765,8.66599,8.02349,7.1331
943,29.8239,-7.9091,12.9605,0.997739,-0.0295492,-0.0603713,-0.0625959,-0.0812732,-0.994724,7.27938,4.22647,1.95561
1851,30.3194,-0.80439,-10.0865,0.379456,-0.116558,0.917839,-0.924813,-0.0768205,0.372584,4.12066,3.48185,2.57002
1179,30.3275,14.0806,10.8228,0.997587,-0.0673878,-0.0166809,0.0142584,-0.0362701,0.99924,7.62766,4.28091,2.83299
970,30.358,47.585,-10.3425,-0.148825,-0.975374,-0.162777,0.00433643,-0.165253,0.986242,8.05634,6.63989,3.54054
1934,30.3662,19.911,-56.4861,0.151066,-0.0331835,0.987966,0.984835,0.0913116,-0.147521,1.33329,0.647413,0.532221
2663,30.6151,-1.44189,9.12374,0.99368,-0.0141311,0.111356,-0.107534,-0.404343,0.908264,6.1443,3.22473,2.23671
3121,30.6799,26.2636,50.0626,0.148337,-0.0829264,0.985454,-0.282857,-0.958406,-0.0380729,15.074,9.73757,6.1909
200,31.063,20.0751,30.2817,-0.164122,-0.945994,-0.27957,0.0579467,-0.292169,0.95461,11.2566,11.1113,5.70628
1703,31.0656,44.7174,72.1159,0.726691,-0.274349,-0.629804,-0.667303,-0.499676,-0.552295,10.6166,9.0441,6.95809
557,31.2272,-52.8086,11.7097,0.726347,0.110376,0.678407,0.684656,-0.0292522,-0.728279,9.40332,8.71709,7.8729
2870,31.2701,6.75567,3.4976,0.423157,-0.0707665,0.903289,-0.906051,-0.0364564,0.421595,12.654,8.36998,2.41634
1073,31.3112,21.7519,70.9005,-0.269401,-0.0822893,-0.959506,-0.262717,-0.952271,0.155432,11.8305,8.53455,6.42668
1733,31.3344,-8.82387,-40.5723,-0.231679,0.0603039,0.970921,0.092998,0.994878,-0.0396009,18.769,10.5928,7.95347
274,31.362,-1.0642,16.5712,0.00235675,0.0326254,0.999465,0.995705,-0.0925845,0.000674346,6.496,4.88775,2.80104
1818,31.4529,36.9233,-25.4309,-0.142459,0.0867387,-0.985993,0.986433,-0.0696605,-0.148651,2.3803,1.2056,0.97432
1007,31.4579,-24.4274,-30.6931,-0.244791,0.274189,0.929999,0.050663,-0.954253,0.294675,17.1783,11.0512,8.48801
2240,31.5639,-47.1408,26.0598,0.24781,-0.337637,0.90807,0.42496,-0.804439,-0.415075,10.2894,9.76378,6.75904
1505,31.5832,13.2519,-2.29741,0.985174,0.0756967,-0.153952,0.143979,0.12312,0.981892,4.32716,4.00053,1.85324
418,31.6101,-22.0536,-3.08906,-0.112482,-0.0196518,0.993459,0.205145,-0.978724,0.00386672,15.586,7.42066,4.37832
1889,31.6106,54.2877,15.5897,0.0846459,-0.0712409,0.993861,-0.34886,-0.936428,-0.0374121,8.00305,7.44894,5.97121
2728,31.6581,18.572,58.6168,0.930621,0.345295,0.121309,0.319063,-0.603073,-0.731097,2.48871,1.68821,1.56644
597,31.7727,9.45534,-12.8164,0.698486,-0.291165,-0.653713,-0.615309,0.222067,-0.756361,4.24366,3.53198,2.6814
2332,31.8308,16.0763,-25.2403,0.0392438,-0.0683065,0.996892,0.375779,-0.923415,-0.0780649,2.37527,1.32845,1.13851
1294,32.0062,-22.7857,-56.9362,-0.210906,-0.309825,0.927107,0.357635,-0.907141,-0.221795,12.4163,9.39477,8.04956
2318,32.2364,-1.96016,-4.67153,-0.00465007,0.0636129,0.997964,0.976949,-0.212704,0.0181105,3.77343,2.78218,1.95155
595,32.2877,10.0345,-7.16995,0.93155,0.0207405,0.363021,-0.360567,0.181651,0.914874,4.31434,4.12477,2.95685
1245,32.2941,-5.67304,-6.17359,0.991907,-0.0602786,-0.111744,0.0849322,-0.339189,0.936876,5.57116,4.23572,2.74301
2953,32.3949,9.4547,73.6555,0.218837,0.270409,0.937544,-0.424158,-0.838944,0.340975,8.98814,8.38716,6.52699
2442,32.4226,9.98032,-1.2702,0.986807,-0.0568295,0.151599,-0.1567,-0.0998293,0.982588,4.53195,3.32187,1.80895
2892,32.5322,-9.66837,-1.06306,0.968957,0.00360193,-0.247202,-0.247179,0.0341245,-0.968369,6.80243,5.72258,2.51588
2142,32.5826,-8.7403,-15.1029,-0.0470207,-0.492002,0.869324,0.233725,-0.851547,-0.469299,11.1525,8.11608,6.27568
1830,32.6541,7.56832,-72.8574,0.708459,-0.0374482,0.704758,-0.703806,0.0366172,0.709448,11.467,9.62657,8.34664
1538,32.8049,61.0654,42.9705,-0.12287,0.0771743,0.989418,0.961952,-0.235889,0.137859,2.84406,0.789077,0.569964
2192,33.0475,-50.699,-3.61876,0.290669,-0.557738,-0.777457,-0.211206,0.755097,-0.620661,10.3434,9.57307,6.15437
754,33.1168,3.27718,-14.483,-0.0725278,-0.827037,-0.55745,-0.0507264,-0.555139,0.830209,5.26622,4.00985,2.27222
1114,33.1187,-35.3793,-12.4446,0.158702,0.140416,-0.977291,0.286458,-0.953807,-0.0905241,13.8076,10.4673,5.75442
1233,33.2421,55.1763,31.3303,0.174718,0.159611,0.971596,0.585849,0.776243,-0.232869,11.6049,8.48268,6.93914
3138,33.3014,-2.69802,2.95027,0.119181,-0.0854474,0.989189,-0.992761,-0.0252094,0.117434,6.46099,3.65789,2.4257
2200,33.3284,10.011,8.43026,0.787651,-0.134653,0.601227,-0.616095,-0.163119,0.770597,10.9928,8.5872,2.32414
572,33.4875,37.6187,53.4983,0.202387,0.0420799,0.978401,0.539813,0.828795,-0.147309,13.7621,8.11355,6.24376
1134,33.4896,-35.024,9.90793,-0.0300309,0.144209,0.989091,0.134851,-0.979906,0.146965,13.4381,11.1546,6.72849
2077,33.56,-12.4184,13.6107,-0.000989871,0.441043,0.897485,0.997485,0.0640381,-0.0303695,9.78861,5.6733,3.3441
320,33.6747,18.2566,7.48856,-0.0800652,-0.106183,0.991118,0.971008,-0.23299,0.0534793,7.12171,5.01325,2.36482
2416,33.849,-10.187,7.01841,0.981598,0.00288727,0.190939,-0.189614,0.13327,0.972772,6.09329,4.83251,2.67452
2904,33.974,60.6317,58.0661,0.148394,0.116942,-0.98199,0.971684,-0.201871,0.122796,2.31286,0.642692,0.551313
214,34.4675,28.8507,-16.6231,0.0819652,-0.300708,-0.950187,0.228944,0.93358,-0.275703,22.1909,11.9781,5.80657
1853,34.6593,5.30441,14.8467,0.995228,-0.017221,-0.0960434,-0.0956217,0.023835,-0.995132,4.89337,3.57662,2.0126
1785,34.8126,4.70519,54.5291,-0.146925,-0.929129,-0.339312,0.18793,-0.363007,0.912638,15.2297,12.2308,7.39647
2802,34.8258,53.643,49.7764,0.479849,0.80713,0.343929,0.0800496,-0.43065,0.898962,11.1231,9.60545,6.4633
1242,34.8742,48.8299,62.4443,0.640388,0.0453899,0.766709,0.734169,-0.329403,-0.593708,8.22738,7.14652,4.71665
3071,34.9084,8.06459,14.2734,0.988198,-0.0523547,-0.143955,-0.150141,-0.144795,-0.978004,4.87005,3.55538,1.35913
1231,35.253,0.876394,-3.71391,0.144731,-0.0486533,0.988274,-0.989138,0.0187866,0.145783,6.50064,4.73379,1.8485
2450,35.4445,33.637,72.0964,0.158069,0.165556,0.97345,-0.0502423,-0.983219,0.175375,8.44131,6.21666,5.25695
1193,35.5929,-43.5224,-30.2877,0.210205,-0.0376191,-0.976933,-0.335197,0.935918,-0.108164,10.6794,9.48642,6.80543
372,35.6008,-15.9793,61.6524,0.233645,-0.639614,0.732328,0.124626,0.766662,0.62984,10.6821,9.20999,4.6747
886,35.6045,13.3503,-2.35235,0.0265105,0.0555997,0.998101,0.181825,-0.982065,0.049877,4.6293,2.44696,1.52491
223,35.6749,14.5695,4.12653,0.0200029,-0.187943,0.981976,-0.0839188,-0.979022,-0.185669,4.92868,2.45615,1.93739
514,35.7472,7.29361,-23.6981,-0.0363952,0.81002,0.585272,-0.336029,-0.561478,0.756193,12.7445,8.79154,5.41014
1048,35.7708,-5.91599,17.1222,0.819941,-0.0179334,0.572168,-0.55501,0.219923,0.802246,3.62447,3.08034,2.25456
1778,35.8143,38.4979,22.0824,0.0805834,0.124192,0.988981,-0.260836,-0.955004,0.141179,20.4619,10.6974,6.67933
1658,35.9337,-15.8601,42.9,0.287606,-0.31955,0.902868,-0.00314995,0.942378,0.334537,12.2203,11.2983,6.59192
2814,35.9427,5.66905,25.4273,0.958965,-0.250005,0.133728,0.174766,0.892631,0.415533,4.63854,4.25989,3.43214
2557,36.2068,-3.02913,23.8767,-0.0114834,0.955831,0.293694,0.903484,-0.115937,0.412645,7.17423,4.6754,4.2416
210,36.2566,-4.59862,12.5515,0.327282,0.121018,0.937145,0.944031,0.00129888,-0.329854,5.68309,3.16808,2.14169
2593,36.2595,2.61402,35.5576,0.0442948,0.942998,0.329837,0.154759,-0.332653,0.930264,15.5793,8.90763,6.96253
1600,36.5632,-17.47,20.9655,0.00187088,0.470896,0.882187,0.0884085,-0.878812,0.468907,14.3077,7.52002,5.20223
1667,36.6057,6.23564,20.1017,0.992343,-0.0981923,0.0749239,-0.118289,-0.581003,0.80526,7.62348,3.96075,3.46482
1277,36.6125,48.1679,2.80723,-0.422742,-0.904578,-0.0550319,-0.156971,0.0132807,0.987514,10.1915,9.24776,5.62648
2226,36.6893,-29.9416,31.0256,0.165058,-0.0580965,0.984571,-0.245624,0.96439,0.0980831,12.8352,9.28429,5.58397
1166,36.7044,49.9608,22.5628,0.410511,-0.0793349,0.908398,-0.896917,0.144457,0.417939,1.93241,1.17849,0.791418
1623,36.7106,-31.5434,51.5395,0.0960136,0.565731,0.818981,0.359035,-0.787077,0.501601,10.7964,8.80952,5.77589
985,36.736,24.5076,10.1455,0.00913978,-0.0124119,-0.999881,0.991609,0.129061,0.00746209,13.7976,6.72549,6.14346
1041,36.9755,10.756,15.9256,0.993617,-0.104435,0.0426373,-0.0694767,-0.268801,0.960687,6.60527,4.16092,2.0779
966,36.9929,47.5849,-9.51746,-0.420518,-0.861108,-0.285758,0.254569,-0.414293,0.873817,8.22563,6.56609,5.49614
